 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   1.500e-02     3.55919e-04     3.00822e-03     9.01869e+00     7.19060e+00     1.73546e+01     2.16876e+00     5.05454e+07     3.55029e-05      4.49224e-01      7.01016e-01      1.89783e-01      2.11008e+00      5.01209e+00      3.20087e+00      4.30431e+00      4.67954e+00     1.99824e+00     3.52528e-01     6.27702e-01     8.64746e-06     1.15213e-05     3.21907e-06     5.37391e-03     1.14222e-07     7.43749e-03     4.82018e-04     1.90430e-05     2.39259e-03     4.12521e-05     7.74455e-04     6.83886e-05     8.75788e-04     7.85068e-06     4.36461e-04     5.80183e-06     1.03770e-04     4.41986e-06     7.02785e-05     4.64199e-08     3.66401e-06     4.37508e-07     2.13736e-05     1.56233e-05     1.51979e-03     4.11404e-06     8.75995e-05
   1.550e-02     3.92442e-04     3.31495e-03     9.03294e+00     7.19046e+00     1.73542e+01     2.16827e+00     5.05488e+07     3.78664e-05      4.79188e-01      7.47230e-01      2.02788e-01      2.24380e+00      5.31162e+00      3.39274e+00      4.56234e+00      4.95906e+00     1.99788e+00     3.52973e-01     6.27258e-01     8.68327e-06     1.15133e-05     3.21688e-06     5.37364e-03     1.14223e-07     7.44016e-03     4.78944e-04     1.90422e-05     2.39250e-03     4.12504e-05     7.74424e-04     6.83858e-05     8.75752e-04     7.85036e-06     4.36443e-04     5.80159e-06     1.03765e-04     4.41967e-06     7.02756e-05     4.64180e-08     3.66386e-06     4.37490e-07     2.13727e-05     1.56227e-05     1.51972e-03     4.11387e-06     8.75959e-05
   1.600e-02     4.31353e-04     3.64141e-03     9.04672e+00     7.19032e+00     1.73538e+01     2.16775e+00     5.05523e+07     4.03000e-05      5.10045e-01      7.94754e-01      2.16226e-01      2.38061e+00      5.61567e+00      3.58762e+00      4.82438e+00      5.24280e+00     1.99752e+00     3.53430e-01     6.26801e-01     8.72032e-06     1.15056e-05     3.21476e-06     5.37359e-03     1.14230e-07     7.44324e-03     4.75810e-04     1.90423e-05     2.39250e-03     4.12504e-05     7.74425e-04     6.83859e-05     8.75753e-04     7.85037e-06     4.36444e-04     5.80160e-06     1.03765e-04     4.41968e-06     7.02757e-05     4.64181e-08     3.66387e-06     4.37491e-07     2.13727e-05     1.56227e-05     1.51973e-03     4.11388e-06     8.75960e-05
   1.650e-02     4.72725e-04     3.98814e-03     9.06009e+00     7.19017e+00     1.73533e+01     2.16723e+00     5.05560e+07     4.28075e-05      5.41843e-01      8.43650e-01      2.30121e-01      2.52062e+00      5.92441e+00      3.78562e+00      5.09065e+00      5.53093e+00     1.99715e+00     3.53902e-01     6.26330e-01     8.75862e-06     1.14976e-05     3.21253e-06     5.37349e-03     1.14235e-07     7.44631e-03     4.72595e-04     1.90421e-05     2.39248e-03     4.12501e-05     7.74419e-04     6.83853e-05     8.75746e-04     7.85031e-06     4.36440e-04     5.80155e-06     1.03765e-04     4.41965e-06     7.02751e-05     4.64177e-08     3.66384e-06     4.37487e-07     2.13726e-05     1.56226e-05     1.51970e-03     4.11385e-06     8.75953e-05
   1.700e-02     5.16631e-04     4.35572e-03     9.07305e+00     7.19002e+00     1.73528e+01     2.16669e+00     5.05597e+07     4.53845e-05      5.74528e-01      8.93833e-01      2.44456e-01      2.66352e+00      6.23691e+00      3.98616e+00      5.36032e+00      5.82257e+00     1.99677e+00     3.54387e-01     6.25845e-01     8.79817e-06     1.14894e-05     3.21030e-06     5.37347e-03     1.14243e-07     7.44956e-03     4.69310e-04     1.90422e-05     2.39250e-03     4.12503e-05     7.74424e-04     6.83857e-05     8.75751e-04     7.85035e-06     4.36443e-04     5.80159e-06     1.03765e-04     4.41967e-06     7.02755e-05     4.64180e-08     3.66386e-06     4.37490e-07     2.13727e-05     1.56227e-05     1.51970e-03     4.11387e-06     8.75958e-05
   1.750e-02     5.63134e-04     4.74460e-03     9.08564e+00     7.18986e+00     1.73524e+01     2.16614e+00     5.05634e+07     4.80316e-05      6.08107e-01      9.45304e-01      2.59237e-01      2.80926e+00      6.55289e+00      4.18905e+00      5.63317e+00      6.11748e+00     1.99637e+00     3.54886e-01     6.25346e-01     8.83898e-06     1.14808e-05     3.20793e-06     5.37334e-03     1.14249e-07     7.45274e-03     4.65943e-04     1.90420e-05     2.39247e-03     4.12498e-05     7.74414e-04     6.83848e-05     8.75739e-04     7.85024e-06     4.36437e-04     5.80151e-06     1.03764e-04     4.41961e-06     7.02746e-05     4.64174e-08     3.66381e-06     4.37484e-07     2.13724e-05     1.56225e-05     1.51968e-03     4.11381e-06     8.75946e-05
   1.800e-02     6.12313e-04     5.15539e-03     9.09787e+00     7.18970e+00     1.73518e+01     2.16557e+00     5.05673e+07     5.07493e-05      6.42585e-01      9.98062e-01      2.74470e-01      2.95778e+00      6.87201e+00      4.39414e+00      5.90894e+00      6.41536e+00     1.99598e+00     3.55398e-01     6.24834e-01     8.88107e-06     1.14720e-05     3.20552e-06     5.37323e-03     1.14254e-07     7.45601e-03     4.62505e-04     1.90418e-05     2.39245e-03     4.12493e-05     7.74407e-04     6.83841e-05     8.75730e-04     7.85016e-06     4.36432e-04     5.80145e-06     1.03763e-04     4.41956e-06     7.02738e-05     4.64169e-08     3.66377e-06     4.37479e-07     2.13722e-05     1.56223e-05     1.51966e-03     4.11377e-06     8.75937e-05
   1.850e-02     6.64220e-04     5.58846e-03     9.10977e+00     7.18953e+00     1.73514e+01     2.16498e+00     5.05713e+07     5.35350e-05      6.77930e-01      1.05205e+00      2.90147e-01      3.10884e+00      7.19360e+00      4.60095e+00      6.18705e+00      6.71558e+00     1.99555e+00     3.55925e-01     6.24308e-01     8.92442e-06     1.14628e-05     3.20296e-06     5.37299e-03     1.14258e-07     7.45915e-03     4.58987e-04     1.90412e-05     2.39237e-03     4.12479e-05     7.74380e-04     6.83817e-05     8.75699e-04     7.84989e-06     4.36417e-04     5.80124e-06     1.03759e-04     4.41941e-06     7.02714e-05     4.64152e-08     3.66364e-06     4.37464e-07     2.13714e-05     1.56217e-05     1.51960e-03     4.11363e-06     8.75906e-05
   1.900e-02     7.18953e-04     6.04454e-03     9.12136e+00     7.18936e+00     1.73508e+01     2.16438e+00     5.05754e+07     5.63904e-05      7.14163e-01      1.10730e+00      3.06281e-01      3.26244e+00      7.51750e+00      4.80945e+00      6.46743e+00      7.01797e+00     1.99513e+00     3.56464e-01     6.23769e-01     8.96907e-06     1.14539e-05     3.20051e-06     5.37303e-03     1.14268e-07     7.46276e-03     4.55424e-04     1.90415e-05     2.39242e-03     4.12486e-05     7.74394e-04     6.83828e-05     8.75714e-04     7.85002e-06     4.36424e-04     5.80134e-06     1.03761e-04     4.41948e-06     7.02726e-05     4.64160e-08     3.66370e-06     4.37471e-07     2.13718e-05     1.56220e-05     1.51963e-03     4.11370e-06     8.75921e-05
   1.950e-02     7.76557e-04     6.52395e-03     9.13264e+00     7.18919e+00     1.73502e+01     2.16377e+00     5.05795e+07     5.93137e-05      7.51260e-01      1.16377e+00      3.22865e-01      3.41843e+00      7.84312e+00      5.01924e+00      6.74952e+00      7.32203e+00     1.99470e+00     3.57018e-01     6.23217e-01     9.01501e-06     1.14434e-05     3.19762e-06     5.37243e-03     1.14264e-07     7.46554e-03     4.51742e-04     1.90395e-05     2.39218e-03     4.12444e-05     7.74315e-04     6.83759e-05     8.75625e-04     7.84922e-06     4.36380e-04     5.80075e-06     1.03750e-04     4.41903e-06     7.02654e-05     4.64113e-08     3.66333e-06     4.37427e-07     2.13696e-05     1.56204e-05     1.51946e-03     4.11328e-06     8.75832e-05
   2.000e-02     8.37097e-04     7.02715e-03     9.14363e+00     7.18901e+00     1.73497e+01     2.16314e+00     5.05837e+07     6.23040e-05      7.89208e-01      1.22142e+00      3.39900e-01      3.57664e+00      8.16999e+00      5.23003e+00      7.03301e+00      7.62729e+00     1.99425e+00     3.57584e-01     6.22651e-01     9.06224e-06     1.14339e-05     3.19500e-06     5.37241e-03     1.14272e-07     7.46919e-03     4.48045e-04     1.90397e-05     2.39219e-03     4.12446e-05     7.74320e-04     6.83762e-05     8.75629e-04     7.84926e-06     4.36382e-04     5.80078e-06     1.03751e-04     4.41906e-06     7.02658e-05     4.64115e-08     3.66335e-06     4.37429e-07     2.13697e-05     1.56205e-05     1.51946e-03     4.11330e-06     8.75837e-05
   2.050e-02     9.00652e-04     7.55471e-03     9.15436e+00     7.18882e+00     1.73491e+01     2.16250e+00     5.05880e+07     6.53620e-05      8.28018e-01      1.28026e+00      3.57395e-01      3.73700e+00      8.49780e+00      5.44171e+00      7.31765e+00      7.93354e+00     1.99379e+00     3.58163e-01     6.22072e-01     9.11078e-06     1.14241e-05     3.19234e-06     5.37239e-03     1.14282e-07     7.47288e-03     4.44287e-04     1.90398e-05     2.39221e-03     4.12449e-05     7.74325e-04     6.83767e-05     8.75635e-04     7.84931e-06     4.36385e-04     5.80082e-06     1.03751e-04     4.41909e-06     7.02663e-05     4.64119e-08     3.66337e-06     4.37432e-07     2.13699e-05     1.56206e-05     1.51947e-03     4.11333e-06     8.75843e-05
   2.100e-02     9.67292e-04     8.10712e-03     9.16482e+00     7.18864e+00     1.73485e+01     2.16184e+00     5.05924e+07     6.84854e-05      8.67658e-01      1.34025e+00      3.75340e-01      3.89934e+00      8.82592e+00      5.65378e+00      7.60286e+00      8.24012e+00     1.99332e+00     3.58756e-01     6.21480e-01     9.16063e-06     1.14137e-05     3.18945e-06     5.37213e-03     1.14286e-07     7.47631e-03     4.40450e-04     1.90390e-05     2.39212e-03     4.12433e-05     7.74296e-04     6.83740e-05     8.75601e-04     7.84901e-06     4.36368e-04     5.80060e-06     1.03747e-04     4.41892e-06     7.02635e-05     4.64101e-08     3.66323e-06     4.37415e-07     2.13690e-05     1.56200e-05     1.51940e-03     4.11317e-06     8.75809e-05
   2.150e-02     1.03708e-03     8.68479e-03     9.17504e+00     7.18844e+00     1.73479e+01     2.16116e+00     5.05969e+07     7.16723e-05      9.08104e-01      1.40133e+00      3.93730e-01      4.06343e+00      9.15375e+00      5.86594e+00      7.88815e+00      8.54649e+00     1.99284e+00     3.59361e-01     6.20875e-01     9.21182e-06     1.14036e-05     3.18668e-06     5.37213e-03     1.14296e-07     7.48015e-03     4.36576e-04     1.90392e-05     2.39215e-03     4.12437e-05     7.74304e-04     6.83747e-05     8.75610e-04     7.84908e-06     4.36372e-04     5.80065e-06     1.03748e-04     4.41896e-06     7.02642e-05     4.64105e-08     3.66327e-06     4.37419e-07     2.13692e-05     1.56201e-05     1.51942e-03     4.11321e-06     8.75817e-05
   2.200e-02     1.11005e-03     9.28808e-03     9.18503e+00     7.18824e+00     1.73474e+01     2.16047e+00     5.06014e+07     7.49270e-05      9.49408e-01      1.46358e+00      4.12594e-01      4.22940e+00      9.48148e+00      6.07835e+00      8.17376e+00      8.85289e+00     1.99235e+00     3.59980e-01     6.20257e-01     9.26434e-06     1.13927e-05     3.18368e-06     5.37186e-03     1.14300e-07     7.48367e-03     4.32627e-04     1.90384e-05     2.39205e-03     4.12420e-05     7.74273e-04     6.83719e-05     8.75574e-04     7.84876e-06     4.36354e-04     5.80041e-06     1.03744e-04     4.41878e-06     7.02613e-05     4.64086e-08     3.66312e-06     4.37401e-07     2.13684e-05     1.56195e-05     1.51935e-03     4.11304e-06     8.75781e-05
   2.250e-02     1.18631e-03     9.91748e-03     9.19478e+00     7.18805e+00     1.73467e+01     2.15977e+00     5.06060e+07     7.82427e-05      9.91485e-01      1.52687e+00      4.31896e-01      4.39682e+00      9.80791e+00      6.29022e+00      8.45867e+00      9.15819e+00     1.99185e+00     3.60611e-01     6.19626e-01     9.31819e-06     1.13815e-05     3.18060e-06     5.37158e-03     1.14305e-07     7.48720e-03     4.28623e-04     1.90376e-05     2.39195e-03     4.12402e-05     7.74239e-04     6.83689e-05     8.75535e-04     7.84842e-06     4.36335e-04     5.80016e-06     1.03740e-04     4.41858e-06     7.02582e-05     4.64066e-08     3.66295e-06     4.37382e-07     2.13674e-05     1.56188e-05     1.51928e-03     4.11286e-06     8.75742e-05
   2.300e-02     1.26591e-03     1.05736e-02     9.20433e+00     7.18784e+00     1.73460e+01     2.15905e+00     5.06106e+07     8.16269e-05      1.03443e+00      1.59131e+00      4.51685e-01      4.56595e+00      1.01336e+01      6.50194e+00      8.74334e+00      9.46293e+00     1.99134e+00     3.61256e-01     6.18982e-01     9.37341e-06     1.13709e-05     3.17767e-06     5.37162e-03     1.14316e-07     7.49124e-03     4.24594e-04     1.90379e-05     2.39199e-03     4.12408e-05     7.74253e-04     6.83699e-05     8.75549e-04     7.84854e-06     4.36342e-04     5.80025e-06     1.03741e-04     4.41865e-06     7.02593e-05     4.64073e-08     3.66301e-06     4.37389e-07     2.13678e-05     1.56191e-05     1.51929e-03     4.11292e-06     8.75756e-05
   2.350e-02     1.34889e-03     1.12565e-02     9.21367e+00     7.18763e+00     1.73454e+01     2.15832e+00     5.06154e+07     8.50710e-05      1.07812e+00      1.65674e+00      4.71916e-01      4.73629e+00      1.04572e+01      6.71263e+00      9.02669e+00      9.76583e+00     1.99082e+00     3.61912e-01     6.18325e-01     9.42997e-06     1.13599e-05     3.17463e-06     5.37161e-03     1.14326e-07     7.49524e-03     4.20514e-04     1.90380e-05     2.39201e-03     4.12410e-05     7.74257e-04     6.83703e-05     8.75553e-04     7.84858e-06     4.36344e-04     5.80028e-06     1.03742e-04     4.41867e-06     7.02597e-05     4.64075e-08     3.66303e-06     4.37391e-07     2.13679e-05     1.56191e-05     1.51929e-03     4.11294e-06     8.75760e-05
   2.400e-02     1.43534e-03     1.19668e-02     9.22281e+00     7.18742e+00     1.73447e+01     2.15757e+00     5.06201e+07     8.85755e-05      1.12258e+00      1.72315e+00      4.92597e-01      4.90775e+00      1.07784e+01      6.92212e+00      9.30840e+00      1.00666e+01     1.99030e+00     3.62582e-01     6.17657e-01     9.48791e-06     1.13476e-05     3.17126e-06     5.37110e-03     1.14327e-07     7.49859e-03     4.16349e-04     1.90364e-05     2.39181e-03     4.12375e-05     7.74191e-04     6.83645e-05     8.75479e-04     7.84791e-06     4.36307e-04     5.79979e-06     1.03733e-04     4.41830e-06     7.02537e-05     4.64036e-08     3.66272e-06     4.37354e-07     2.13661e-05     1.56178e-05     1.51917e-03     4.11259e-06     8.75686e-05
   2.450e-02     1.52531e-03     1.27048e-02     9.23177e+00     7.18719e+00     1.73440e+01     2.15681e+00     5.06250e+07     9.21425e-05      1.16782e+00      1.79059e+00      5.13744e-01      5.08030e+00      1.10971e+01      7.13043e+00      9.58852e+00      1.03653e+01     1.98975e+00     3.63264e-01     6.16975e-01     9.54722e-06     1.13361e-05     3.16810e-06     5.37108e-03     1.14337e-07     7.50266e-03     4.12178e-04     1.90365e-05     2.39182e-03     4.12376e-05     7.74193e-04     6.83646e-05     8.75481e-04     7.84793e-06     4.36308e-04     5.79980e-06     1.03733e-04     4.41831e-06     7.02539e-05     4.64037e-08     3.66273e-06     4.37355e-07     2.13661e-05     1.56179e-05     1.51916e-03     4.11260e-06     8.75688e-05
   2.500e-02     1.61886e-03     1.34710e-02     9.24054e+00     7.18697e+00     1.73433e+01     2.15604e+00     5.06299e+07     9.57714e-05      1.21383e+00      1.85901e+00      5.35356e-01      5.25390e+00      1.14130e+01      7.33730e+00      9.86675e+00      1.06615e+01     1.98920e+00     3.63959e-01     6.16282e-01     9.60793e-06     1.13238e-05     3.16470e-06     5.37073e-03     1.14342e-07     7.50632e-03     4.07940e-04     1.90353e-05     2.39169e-03     4.12352e-05     7.74150e-04     6.83607e-05     8.75430e-04     7.84747e-06     4.36283e-04     5.79946e-06     1.03727e-04     4.41805e-06     7.02498e-05     4.64010e-08     3.66252e-06     4.37330e-07     2.13649e-05     1.56169e-05     1.51907e-03     4.11236e-06     8.75637e-05
   2.550e-02     1.71607e-03     1.42658e-02     9.24915e+00     7.18674e+00     1.73427e+01     2.15525e+00     5.06349e+07     9.94612e-05      1.26061e+00      1.92840e+00      5.57435e-01      5.42833e+00      1.17256e+01      7.54246e+00      1.01426e+01      1.09548e+01     1.98863e+00     3.64665e-01     6.15575e-01     9.67004e-06     1.13124e-05     3.16156e-06     5.37091e-03     1.14357e-07     7.51074e-03     4.03703e-04     1.90362e-05     2.39179e-03     4.12370e-05     7.74182e-04     6.83635e-05     8.75467e-04     7.84780e-06     4.36301e-04     5.79971e-06     1.03732e-04     4.41824e-06     7.02527e-05     4.64029e-08     3.66267e-06     4.37348e-07     2.13658e-05     1.56176e-05     1.51912e-03     4.11254e-06     8.75674e-05
   2.600e-02     1.81697e-03     1.50894e-02     9.25757e+00     7.18652e+00     1.73419e+01     2.15444e+00     5.06400e+07     1.03205e-04      1.30805e+00      1.99861e+00      5.79944e-01      5.60313e+00      1.20338e+01      7.74524e+00      1.04152e+01      1.12441e+01     1.98805e+00     3.65385e-01     6.14856e-01     9.73356e-06     1.12996e-05     3.15804e-06     5.37058e-03     1.14362e-07     7.51446e-03     3.99390e-04     1.90350e-05     2.39166e-03     4.12346e-05     7.74139e-04     6.83596e-05     8.75417e-04     7.84736e-06     4.36276e-04     5.79937e-06     1.03726e-04     4.41798e-06     7.02487e-05     4.64003e-08     3.66246e-06     4.37323e-07     2.13645e-05     1.56167e-05     1.51903e-03     4.11230e-06     8.75624e-05
   2.650e-02     1.92162e-03     1.59421e-02     9.26585e+00     7.18628e+00     1.73412e+01     2.15363e+00     5.06451e+07     1.07015e-04      1.35632e+00      2.06985e+00      6.02954e-01      5.77888e+00      1.23387e+01      7.94635e+00      1.06857e+01      1.15306e+01     1.98748e+00     3.66116e-01     6.14126e-01     9.79849e-06     1.12868e-05     3.15453e-06     5.37033e-03     1.14368e-07     7.51835e-03     3.95049e-04     1.90343e-05     2.39156e-03     4.12330e-05     7.74109e-04     6.83569e-05     8.75382e-04     7.84705e-06     4.36259e-04     5.79914e-06     1.03721e-04     4.41781e-06     7.02459e-05     4.63984e-08     3.66231e-06     4.37306e-07     2.13637e-05     1.56161e-05     1.51896e-03     4.11214e-06     8.75589e-05
   2.700e-02     2.03010e-03     1.68244e-02     9.27396e+00     7.18604e+00     1.73405e+01     2.15280e+00     5.06503e+07     1.10877e-04      1.40522e+00      2.14186e+00      6.26394e-01      5.95471e+00      1.26384e+01      8.14457e+00      1.09523e+01      1.18126e+01     1.98689e+00     3.66859e-01     6.13384e-01     9.86486e-06     1.12739e-05     3.15096e-06     5.37008e-03     1.14376e-07     7.52227e-03     3.90676e-04     1.90336e-05     2.39147e-03     4.12313e-05     7.74079e-04     6.83542e-05     8.75348e-04     7.84674e-06     4.36242e-04     5.79892e-06     1.03717e-04     4.41764e-06     7.02432e-05     4.63966e-08     3.66217e-06     4.37289e-07     2.13629e-05     1.56155e-05     1.51890e-03     4.11198e-06     8.75555e-05
   2.750e-02     2.14246e-03     1.77368e-02     9.28194e+00     7.18580e+00     1.73397e+01     2.15195e+00     5.06554e+07     1.14801e-04      1.45490e+00      2.21482e+00      6.50326e-01      6.13112e+00      1.29338e+01      8.34056e+00      1.12158e+01      1.20907e+01     1.98628e+00     3.67615e-01     6.12629e-01     9.93268e-06     1.12609e-05     3.14739e-06     5.36994e-03     1.14386e-07     7.52634e-03     3.86279e-04     1.90332e-05     2.39143e-03     4.12305e-05     7.74064e-04     6.83529e-05     8.75330e-04     7.84658e-06     4.36233e-04     5.79880e-06     1.03715e-04     4.41755e-06     7.02418e-05     4.63957e-08     3.66210e-06     4.37280e-07     2.13624e-05     1.56152e-05     1.51886e-03     4.11189e-06     8.75537e-05
   2.800e-02     2.25876e-03     1.86793e-02     9.28976e+00     7.18555e+00     1.73390e+01     2.15109e+00     5.06607e+07     1.18774e-04      1.50516e+00      2.28844e+00      6.74671e-01      6.30717e+00      1.32231e+01      8.53302e+00      1.14746e+01      1.23633e+01     1.98567e+00     3.68382e-01     6.11863e-01     1.00020e-05     1.12474e-05     3.14368e-06     5.36963e-03     1.14391e-07     7.53021e-03     3.81842e-04     1.90322e-05     2.39131e-03     4.12282e-05     7.74022e-04     6.83491e-05     8.75282e-04     7.84614e-06     4.36209e-04     5.79848e-06     1.03710e-04     4.41730e-06     7.02379e-05     4.63931e-08     3.66189e-06     4.37255e-07     2.13612e-05     1.56143e-05     1.51876e-03     4.11166e-06     8.75489e-05
   2.850e-02     2.37902e-03     1.96521e-02     9.29745e+00     7.18530e+00     1.73382e+01     2.15022e+00     5.06659e+07     1.22809e-04      1.55619e+00      2.36297e+00      6.99514e-01      6.48364e+00      1.35075e+01      8.72293e+00      1.17300e+01      1.26318e+01     1.98505e+00     3.69160e-01     6.11085e-01     1.00727e-05     1.12340e-05     3.13998e-06     5.36946e-03     1.14401e-07     7.53430e-03     3.77390e-04     1.90317e-05     2.39125e-03     4.12271e-05     7.74002e-04     6.83472e-05     8.75257e-04     7.84593e-06     4.36197e-04     5.79832e-06     1.03707e-04     4.41718e-06     7.02359e-05     4.63918e-08     3.66179e-06     4.37243e-07     2.13606e-05     1.56139e-05     1.51872e-03     4.11155e-06     8.75464e-05
   2.900e-02     2.50336e-03     2.06558e-02     9.30500e+00     7.18504e+00     1.73373e+01     2.14934e+00     5.06712e+07     1.26895e-04      1.60783e+00      2.43819e+00      7.24793e-01      6.65969e+00      1.37856e+01      8.90926e+00      1.19806e+01      1.28945e+01     1.98442e+00     3.69950e-01     6.10296e-01     1.01449e-05     1.12205e-05     3.13627e-06     5.36935e-03     1.14411e-07     7.53849e-03     3.72919e-04     1.90314e-05     2.39121e-03     4.12265e-05     7.73991e-04     6.83461e-05     8.75244e-04     7.84581e-06     4.36190e-04     5.79823e-06     1.03705e-04     4.41711e-06     7.02349e-05     4.63911e-08     3.66174e-06     4.37237e-07     2.13603e-05     1.56136e-05     1.51868e-03     4.11149e-06     8.75451e-05
   2.950e-02     2.63177e-03     2.16905e-02     9.31242e+00     7.18478e+00     1.73366e+01     2.14844e+00     5.06766e+07     1.31037e-04      1.66014e+00      2.51418e+00      7.50541e-01      6.83562e+00      1.40576e+01      9.09230e+00      1.22267e+01      1.31520e+01     1.98377e+00     3.70752e-01     6.09495e-01     1.02186e-05     1.12066e-05     3.13243e-06     5.36913e-03     1.14420e-07     7.54253e-03     3.68418e-04     1.90307e-05     2.39112e-03     4.12250e-05     7.73964e-04     6.83437e-05     8.75212e-04     7.84552e-06     4.36174e-04     5.79802e-06     1.03701e-04     4.41695e-06     7.02323e-05     4.63894e-08     3.66160e-06     4.37221e-07     2.13596e-05     1.56131e-05     1.51863e-03     4.11134e-06     8.75420e-05
