 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   4.335e-01     8.28767e-01     9.95263e-01     1.04796e+01     6.67248e+00     1.52379e+01     4.36411e-01     3.24712e+07     5.49128e-04      1.46007e-03      8.09064e-05      1.93349e-05      9.35303e-11      8.33344e-19      2.55618e-09      1.17747e-13      3.85399e-14     3.68882e-01     7.13634e-01     2.68160e-01     1.17034e-04     3.41787e-03     4.14115e-05     1.05906e-03     2.60244e-06     7.46066e-03     2.94357e-06     1.79183e-05     2.26328e-03     3.90600e-05     7.33108e-04     6.47545e-05     8.29249e-04     7.43350e-06     4.13268e-04     5.49353e-06     9.82553e-05     4.18499e-06     6.65440e-05     4.39532e-08     3.46931e-06     4.14260e-07     2.02378e-05     1.47931e-05     1.43602e-03     3.89543e-06     8.29446e-05
   4.340e-01     8.29313e-01     9.95263e-01     1.04801e+01     6.67193e+00     1.52350e+01     4.34070e-01     3.24509e+07     5.47419e-04      1.43665e-03      7.92228e-05      1.87261e-05      8.90722e-11      7.73707e-19      2.45058e-09      1.12451e-13      3.66716e-14     3.66545e-01     7.13648e-01     2.68148e-01     1.15998e-04     3.41777e-03     4.14102e-05     1.05903e-03     2.60236e-06     7.46045e-03     2.94348e-06     1.79177e-05     2.26322e-03     3.90590e-05     7.33088e-04     6.47528e-05     8.29228e-04     7.43331e-06     4.13257e-04     5.49339e-06     9.82528e-05     4.18488e-06     6.65422e-05     4.39521e-08     3.46922e-06     4.14249e-07     2.02373e-05     1.47927e-05     1.43598e-03     3.89533e-06     8.29424e-05
   4.345e-01     8.29858e-01     9.95263e-01     1.04806e+01     6.67139e+00     1.52321e+01     4.31729e-01     3.24306e+07     5.45713e-04      1.41361e-03      7.75741e-05      1.81370e-05      8.48270e-11      7.18242e-19      2.34931e-09      1.07389e-13      3.48928e-14     3.64208e-01     7.13662e-01     2.68135e-01     1.14975e-04     3.41766e-03     4.14088e-05     1.05900e-03     2.60227e-06     7.46023e-03     2.94338e-06     1.79171e-05     2.26316e-03     3.90579e-05     7.33067e-04     6.47510e-05     8.29205e-04     7.43311e-06     4.13246e-04     5.49323e-06     9.82501e-05     4.18477e-06     6.65404e-05     4.39509e-08     3.46912e-06     4.14237e-07     2.02367e-05     1.47923e-05     1.43594e-03     3.89522e-06     8.29401e-05
   4.350e-01     8.30400e-01     9.95263e-01     1.04811e+01     6.67084e+00     1.52292e+01     4.29389e-01     3.24103e+07     5.44012e-04      1.39093e-03      7.59599e-05      1.75671e-05      8.07862e-11      6.66713e-19      2.25221e-09      1.02555e-13      3.31998e-14     3.61872e-01     7.13676e-01     2.68123e-01     1.13966e-04     3.41755e-03     4.14073e-05     1.05896e-03     2.60218e-06     7.45999e-03     2.94329e-06     1.79165e-05     2.26309e-03     3.90567e-05     7.33046e-04     6.47491e-05     8.29181e-04     7.43289e-06     4.13234e-04     5.49307e-06     9.82472e-05     4.18464e-06     6.65385e-05     4.39496e-08     3.46902e-06     4.14225e-07     2.02361e-05     1.47919e-05     1.43590e-03     3.89510e-06     8.29377e-05
   4.355e-01     8.30942e-01     9.95263e-01     1.04815e+01     6.67030e+00     1.52263e+01     4.27051e-01     3.23901e+07     5.42317e-04      1.36863e-03      7.43796e-05      1.70158e-05      7.69409e-11      6.18886e-19      2.15912e-09      9.79385e-14      3.15890e-14     3.59537e-01     7.13690e-01     2.68110e-01     1.12969e-04     3.41744e-03     4.14058e-05     1.05893e-03     2.60209e-06     7.45975e-03     2.94318e-06     1.79158e-05     2.26302e-03     3.90555e-05     7.33023e-04     6.47471e-05     8.29155e-04     7.43266e-06     4.13221e-04     5.49290e-06     9.82442e-05     4.18451e-06     6.65364e-05     4.39482e-08     3.46892e-06     4.14212e-07     2.02355e-05     1.47914e-05     1.43585e-03     3.89498e-06     8.29351e-05
   4.360e-01     8.31481e-01     9.95263e-01     1.04820e+01     6.66975e+00     1.52234e+01     4.24712e-01     3.23699e+07     5.40631e-04      1.34669e-03      7.28329e-05      1.64826e-05      7.32824e-11      5.74524e-19      2.06991e-09      9.35308e-14      3.00567e-14     3.57203e-01     7.13704e-01     2.68098e-01     1.11986e-04     3.41732e-03     4.14042e-05     1.05889e-03     2.60199e-06     7.45950e-03     2.94308e-06     1.79151e-05     2.26294e-03     3.90543e-05     7.32998e-04     6.47450e-05     8.29128e-04     7.43241e-06     4.13207e-04     5.49272e-06     9.82409e-05     4.18438e-06     6.65342e-05     4.39468e-08     3.46880e-06     4.14199e-07     2.02349e-05     1.47910e-05     1.43581e-03     3.89486e-06     8.29324e-05
   4.365e-01     8.32019e-01     9.95263e-01     1.04825e+01     6.66921e+00     1.52206e+01     4.22375e-01     3.23498e+07     5.38956e-04      1.32512e-03      7.13193e-05      1.59668e-05      6.98019e-11      5.33394e-19      1.98441e-09      8.93231e-14      2.85994e-14     3.54870e-01     7.13718e-01     2.68085e-01     1.11015e-04     3.41720e-03     4.14026e-05     1.05885e-03     2.60189e-06     7.45923e-03     2.94297e-06     1.79144e-05     2.26286e-03     3.90529e-05     7.32973e-04     6.47428e-05     8.29099e-04     7.43216e-06     4.13193e-04     5.49253e-06     9.82376e-05     4.18423e-06     6.65319e-05     4.39453e-08     3.46868e-06     4.14185e-07     2.02342e-05     1.47904e-05     1.43575e-03     3.89472e-06     8.29295e-05
   4.370e-01     8.32555e-01     9.95263e-01     1.04830e+01     6.66866e+00     1.52177e+01     4.20038e-01     3.23296e+07     5.37293e-04      1.30391e-03      6.98381e-05      1.54680e-05      6.64908e-11      4.95259e-19      1.90248e-09      8.53065e-14      2.72133e-14     3.52537e-01     7.13733e-01     2.68073e-01     1.10057e-04     3.41707e-03     4.14009e-05     1.05881e-03     2.60179e-06     7.45895e-03     2.94285e-06     1.79137e-05     2.26278e-03     3.90515e-05     7.32946e-04     6.47404e-05     8.29069e-04     7.43189e-06     4.13178e-04     5.49233e-06     9.82340e-05     4.18408e-06     6.65295e-05     4.39437e-08     3.46856e-06     4.14170e-07     2.02334e-05     1.47899e-05     1.43570e-03     3.89458e-06     8.29265e-05
   4.375e-01     8.33089e-01     9.95263e-01     1.04835e+01     6.66812e+00     1.52148e+01     4.17702e-01     3.23095e+07     5.35644e-04      1.28306e-03      6.83890e-05      1.49857e-05      6.33404e-11      4.59885e-19      1.82396e-09      8.14719e-14      2.58950e-14     3.50204e-01     7.13747e-01     2.68060e-01     1.09110e-04     3.41693e-03     4.13991e-05     1.05877e-03     2.60168e-06     7.45866e-03     2.94273e-06     1.79129e-05     2.26269e-03     3.90500e-05     7.32918e-04     6.47380e-05     8.29038e-04     7.43161e-06     4.13162e-04     5.49213e-06     9.82303e-05     4.18392e-06     6.65270e-05     4.39420e-08     3.46842e-06     4.14154e-07     2.02327e-05     1.47893e-05     1.43564e-03     3.89443e-06     8.29234e-05
   4.380e-01     8.33622e-01     9.95263e-01     1.04840e+01     6.66757e+00     1.52119e+01     4.15366e-01     3.22894e+07     5.34010e-04      1.26257e-03      6.69714e-05      1.45191e-05      6.03420e-11      4.27044e-19      1.74871e-09      7.78107e-14      2.46407e-14     3.47873e-01     7.13761e-01     2.68047e-01     1.08177e-04     3.41679e-03     4.13973e-05     1.05873e-03     2.60157e-06     7.45836e-03     2.94261e-06     1.79121e-05     2.26260e-03     3.90485e-05     7.32889e-04     6.47354e-05     8.29005e-04     7.43131e-06     4.13146e-04     5.49191e-06     9.82263e-05     4.18376e-06     6.65243e-05     4.39403e-08     3.46829e-06     4.14137e-07     2.02319e-05     1.47888e-05     1.43558e-03     3.89428e-06     8.29201e-05
   4.385e-01     8.34153e-01     9.95263e-01     1.04845e+01     6.66703e+00     1.52091e+01     4.13032e-01     3.22694e+07     5.32389e-04      1.24244e-03      6.55844e-05      1.40678e-05      5.74883e-11      3.96561e-19      1.67659e-09      7.43151e-14      2.34475e-14     3.45542e-01     7.13776e-01     2.68034e-01     1.07254e-04     3.41665e-03     4.13954e-05     1.05868e-03     2.60145e-06     7.45805e-03     2.94248e-06     1.79113e-05     2.26251e-03     3.90469e-05     7.32859e-04     6.47327e-05     8.28971e-04     7.43101e-06     4.13129e-04     5.49168e-06     9.82223e-05     4.18358e-06     6.65216e-05     4.39385e-08     3.46814e-06     4.14120e-07     2.02310e-05     1.47881e-05     1.43552e-03     3.89412e-06     8.29167e-05
   4.390e-01     8.34683e-01     9.95263e-01     1.04851e+01     6.66648e+00     1.52062e+01     4.10698e-01     3.22493e+07     5.30778e-04      1.22263e-03      6.42270e-05      1.36312e-05      5.47725e-11      3.68279e-19      1.60747e-09      7.09777e-14      2.23125e-14     3.43212e-01     7.13790e-01     2.68021e-01     1.06344e-04     3.41651e-03     4.13935e-05     1.05864e-03     2.60133e-06     7.45774e-03     2.94235e-06     1.79104e-05     2.26241e-03     3.90453e-05     7.32829e-04     6.47301e-05     8.28937e-04     7.43070e-06     4.13112e-04     5.49146e-06     9.82183e-05     4.18341e-06     6.65189e-05     4.39367e-08     3.46800e-06     4.14103e-07     2.02302e-05     1.47875e-05     1.43546e-03     3.89396e-06     8.29133e-05
   4.395e-01     8.35211e-01     9.95263e-01     1.04856e+01     6.66594e+00     1.52033e+01     4.08365e-01     3.22293e+07     5.29171e-04      1.20315e-03      6.28981e-05      1.32088e-05      5.21876e-11      3.42042e-19      1.54122e-09      6.77911e-14      2.12327e-14     3.40883e-01     7.13805e-01     2.68009e-01     1.05446e-04     3.41636e-03     4.13916e-05     1.05859e-03     2.60122e-06     7.45743e-03     2.94221e-06     1.79096e-05     2.26231e-03     3.90437e-05     7.32799e-04     6.47275e-05     8.28903e-04     7.43040e-06     4.13095e-04     5.49123e-06     9.82143e-05     4.18324e-06     6.65162e-05     4.39349e-08     3.46786e-06     4.14087e-07     2.02294e-05     1.47869e-05     1.43540e-03     3.89380e-06     8.29099e-05
   4.400e-01     8.35737e-01     9.95263e-01     1.04861e+01     6.66539e+00     1.52004e+01     4.06033e-01     3.22093e+07     5.27565e-04      1.18397e-03      6.15966e-05      1.27999e-05      4.97267e-11      3.17692e-19      1.47770e-09      6.47478e-14      2.02053e-14     3.38555e-01     7.13819e-01     2.67996e-01     1.04558e-04     3.41621e-03     4.13897e-05     1.05855e-03     2.60110e-06     7.45712e-03     2.94209e-06     1.79088e-05     2.26222e-03     3.90421e-05     7.32770e-04     6.47249e-05     8.28871e-04     7.43011e-06     4.13079e-04     5.49102e-06     9.82105e-05     4.18308e-06     6.65136e-05     4.39332e-08     3.46773e-06     4.14070e-07     2.02286e-05     1.47864e-05     1.43534e-03     3.89365e-06     8.29067e-05
   4.405e-01     8.36262e-01     9.95263e-01     1.04866e+01     6.66485e+00     1.51976e+01     4.03702e-01     3.21894e+07     5.25957e-04      1.16509e-03      6.03217e-05      1.24039e-05      4.73829e-11      2.95075e-19      1.41679e-09      6.18407e-14      1.92274e-14     3.36228e-01     7.13834e-01     2.67983e-01     1.03682e-04     3.41607e-03     4.13878e-05     1.05850e-03     2.60099e-06     7.45682e-03     2.94196e-06     1.79080e-05     2.26213e-03     3.90407e-05     7.32742e-04     6.47225e-05     8.28840e-04     7.42983e-06     4.13064e-04     5.49082e-06     9.82068e-05     4.18292e-06     6.65111e-05     4.39315e-08     3.46760e-06     4.14055e-07     2.02278e-05     1.47858e-05     1.43529e-03     3.89350e-06     8.29036e-05
   4.410e-01     8.36785e-01     9.95263e-01     1.04871e+01     6.66431e+00     1.51947e+01     4.01373e-01     3.21694e+07     5.24345e-04      1.14649e-03      5.90724e-05      1.20205e-05      4.51505e-11      2.74063e-19      1.35837e-09      5.90632e-14      1.82966e-14     3.33903e-01     7.13848e-01     2.67970e-01     1.02818e-04     3.41593e-03     4.13860e-05     1.05846e-03     2.60088e-06     7.45654e-03     2.94184e-06     1.79072e-05     2.26205e-03     3.90393e-05     7.32716e-04     6.47203e-05     8.28811e-04     7.42958e-06     4.13050e-04     5.49063e-06     9.82034e-05     4.18278e-06     6.65088e-05     4.39300e-08     3.46748e-06     4.14041e-07     2.02271e-05     1.47853e-05     1.43524e-03     3.89337e-06     8.29008e-05
   4.415e-01     8.37306e-01     9.95263e-01     1.04876e+01     6.66377e+00     1.51918e+01     3.99045e-01     3.21495e+07     5.22729e-04      1.12817e-03      5.78484e-05      1.16493e-05      4.30245e-11      2.54556e-19      1.30236e-09      5.64103e-14      1.74108e-14     3.31579e-01     7.13862e-01     2.67958e-01     1.01964e-04     3.41579e-03     4.13843e-05     1.05842e-03     2.60078e-06     7.45626e-03     2.94173e-06     1.79065e-05     2.26197e-03     3.90381e-05     7.32692e-04     6.47182e-05     8.28785e-04     7.42934e-06     4.13036e-04     5.49045e-06     9.82003e-05     4.18265e-06     6.65067e-05     4.39286e-08     3.46737e-06     4.14028e-07     2.02265e-05     1.47848e-05     1.43520e-03     3.89324e-06     8.28981e-05
   4.420e-01     8.37826e-01     9.95263e-01     1.04880e+01     6.66322e+00     1.51890e+01     3.96718e-01     3.21296e+07     5.21111e-04      1.11014e-03      5.66493e-05      1.12897e-05      4.10000e-11      2.36455e-19      1.24865e-09      5.38765e-14      1.65679e-14     3.29256e-01     7.13876e-01     2.67945e-01     1.01120e-04     3.41566e-03     4.13826e-05     1.05839e-03     2.60068e-06     7.45600e-03     2.94162e-06     1.79058e-05     2.26190e-03     3.90369e-05     7.32669e-04     6.47163e-05     8.28760e-04     7.42912e-06     4.13024e-04     5.49029e-06     9.81974e-05     4.18252e-06     6.65047e-05     4.39273e-08     3.46726e-06     4.14015e-07     2.02259e-05     1.47844e-05     1.43516e-03     3.89313e-06     8.28956e-05
   4.425e-01     8.38344e-01     9.95263e-01     1.04885e+01     6.66268e+00     1.51861e+01     3.94392e-01     3.21097e+07     5.19492e-04      1.09238e-03      5.54746e-05      1.09416e-05      3.90723e-11      2.19659e-19      1.19715e-09      5.14566e-14      1.57659e-14     3.26934e-01     7.13890e-01     2.67932e-01     1.00288e-04     3.41553e-03     4.13810e-05     1.05835e-03     2.60058e-06     7.45575e-03     2.94152e-06     1.79052e-05     2.26183e-03     3.90358e-05     7.32648e-04     6.47145e-05     8.28737e-04     7.42891e-06     4.13012e-04     5.49013e-06     9.81946e-05     4.18240e-06     6.65028e-05     4.39261e-08     3.46717e-06     4.14004e-07     2.02253e-05     1.47840e-05     1.43513e-03     3.89302e-06     8.28933e-05
   4.430e-01     8.38860e-01     9.95263e-01     1.04890e+01     6.66214e+00     1.51833e+01     3.92067e-01     3.20899e+07     5.17871e-04      1.07490e-03      5.43240e-05      1.06046e-05      3.72365e-11      2.04069e-19      1.14778e-09      4.91453e-14      1.50027e-14     3.24612e-01     7.13904e-01     2.67920e-01     9.94655e-05     3.41541e-03     4.13794e-05     1.05832e-03     2.60049e-06     7.45551e-03     2.94142e-06     1.79045e-05     2.26176e-03     3.90348e-05     7.32628e-04     6.47128e-05     8.28715e-04     7.42872e-06     4.13002e-04     5.48999e-06     9.81921e-05     4.18229e-06     6.65011e-05     4.39249e-08     3.46708e-06     4.13993e-07     2.02248e-05     1.47836e-05     1.43510e-03     3.89292e-06     8.28911e-05
   4.435e-01     8.39375e-01     9.95263e-01     1.04895e+01     6.66160e+00     1.51804e+01     3.89743e-01     3.20700e+07     5.16251e-04      1.05769e-03      5.31968e-05      1.02781e-05      3.54877e-11      1.89585e-19      1.10043e-09      4.69372e-14      1.42763e-14     3.22292e-01     7.13918e-01     2.67907e-01     9.86534e-05     3.41530e-03     4.13779e-05     1.05828e-03     2.60040e-06     7.45528e-03     2.94133e-06     1.79040e-05     2.26170e-03     3.90339e-05     7.32609e-04     6.47112e-05     8.28695e-04     7.42854e-06     4.12992e-04     5.48986e-06     9.81897e-05     4.18219e-06     6.64995e-05     4.39239e-08     3.46699e-06     4.13983e-07     2.02243e-05     1.47832e-05     1.43507e-03     3.89282e-06     8.28891e-05
   4.440e-01     8.39888e-01     9.95263e-01     1.04900e+01     6.66106e+00     1.51775e+01     3.87419e-01     3.20502e+07     5.14633e-04      1.04074e-03      5.20929e-05      9.96204e-06      3.38214e-11      1.76116e-19      1.05501e-09      4.48275e-14      1.35847e-14     3.19972e-01     7.13932e-01     2.67895e-01     9.78512e-05     3.41519e-03     4.13765e-05     1.05825e-03     2.60032e-06     7.45507e-03     2.94124e-06     1.79034e-05     2.26164e-03     3.90330e-05     7.32591e-04     6.47097e-05     8.28676e-04     7.42837e-06     4.12982e-04     5.48973e-06     9.81874e-05     4.18210e-06     6.64980e-05     4.39229e-08     3.46691e-06     4.13973e-07     2.02238e-05     1.47829e-05     1.43504e-03     3.89273e-06     8.28872e-05
   4.445e-01     8.40400e-01     9.95263e-01     1.04905e+01     6.66052e+00     1.51747e+01     3.85097e-01     3.20304e+07     5.13017e-04      1.02407e-03      5.10118e-05      9.65595e-06      3.22339e-11      1.63597e-19      1.01147e-09      4.28121e-14      1.29264e-14     3.17653e-01     7.13945e-01     2.67883e-01     9.70589e-05     3.41508e-03     4.13751e-05     1.05822e-03     2.60024e-06     7.45486e-03     2.94115e-06     1.79029e-05     2.26158e-03     3.90321e-05     7.32574e-04     6.47083e-05     8.28658e-04     7.42820e-06     4.12973e-04     5.48961e-06     9.81853e-05     4.18201e-06     6.64965e-05     4.39219e-08     3.46684e-06     4.13964e-07     2.02234e-05     1.47826e-05     1.43501e-03     3.89265e-06     8.28854e-05
   4.450e-01     8.40910e-01     9.95263e-01     1.04909e+01     6.65997e+00     1.51718e+01     3.82775e-01     3.20106e+07     5.11406e-04      1.00767e-03      4.99532e-05      9.35962e-06      3.07222e-11      1.51972e-19      9.69718e-10      4.08874e-14      1.23000e-14     3.15334e-01     7.13959e-01     2.67870e-01     9.62765e-05     3.41498e-03     4.13737e-05     1.05819e-03     2.60016e-06     7.45466e-03     2.94107e-06     1.79023e-05     2.26153e-03     3.90313e-05     7.32557e-04     6.47069e-05     8.28640e-04     7.42804e-06     4.12964e-04     5.48949e-06     9.81831e-05     4.18192e-06     6.64951e-05     4.39209e-08     3.46676e-06     4.13955e-07     2.02230e-05     1.47822e-05     1.43499e-03     3.89256e-06     8.28836e-05
   4.455e-01     8.41419e-01     9.95263e-01     1.04914e+01     6.65943e+00     1.51689e+01     3.80454e-01     3.19909e+07     5.09802e-04      9.91528e-04      4.89169e-05      9.07277e-06      2.92829e-11      1.41187e-19      9.29703e-10      3.90497e-14      1.17042e-14     3.13016e-01     7.13972e-01     2.67858e-01     9.55040e-05     3.41487e-03     4.13724e-05     1.05816e-03     2.60008e-06     7.45446e-03     2.94099e-06     1.79018e-05     2.26147e-03     3.90304e-05     7.32540e-04     6.47055e-05     8.28622e-04     7.42788e-06     4.12955e-04     5.48937e-06     9.81810e-05     4.18182e-06     6.64936e-05     4.39200e-08     3.46668e-06     4.13946e-07     2.02225e-05     1.47819e-05     1.43496e-03     3.89248e-06     8.28818e-05
   4.460e-01     8.41926e-01     9.95263e-01     1.04919e+01     6.65889e+00     1.51661e+01     3.78133e-01     3.19711e+07     5.08206e-04      9.75657e-04      4.79026e-05      8.79514e-06      2.79127e-11      1.31184e-19      8.91353e-10      3.72953e-14      1.11375e-14     3.10700e-01     7.13986e-01     2.67846e-01     9.47413e-05     3.41477e-03     4.13711e-05     1.05813e-03     2.60000e-06     7.45426e-03     2.94090e-06     1.79013e-05     2.26141e-03     3.90295e-05     7.32523e-04     6.47040e-05     8.28603e-04     7.42771e-06     4.12946e-04     5.48925e-06     9.81787e-05     4.18173e-06     6.64921e-05     4.39190e-08     3.46661e-06     4.13937e-07     2.02220e-05     1.47816e-05     1.43493e-03     3.89239e-06     8.28799e-05
   4.465e-01     8.42432e-01     9.95263e-01     1.04924e+01     6.65835e+00     1.51632e+01     3.75814e-01     3.19514e+07     5.06621e-04      9.60052e-04      4.69100e-05      8.52647e-06      2.66084e-11      1.21908e-19      8.54603e-10      3.56207e-14      1.05985e-14     3.08383e-01     7.13999e-01     2.67834e-01     9.39883e-05     3.41468e-03     4.13697e-05     1.05810e-03     2.59992e-06     7.45406e-03     2.94082e-06     1.79008e-05     2.26135e-03     3.90286e-05     7.32504e-04     6.47024e-05     8.28583e-04     7.42753e-06     4.12936e-04     5.48911e-06     9.81764e-05     4.18163e-06     6.64905e-05     4.39179e-08     3.46652e-06     4.13927e-07     2.02216e-05     1.47812e-05     1.43489e-03     3.89230e-06     8.28779e-05
   4.470e-01     8.42936e-01     9.95263e-01     1.04929e+01     6.65781e+00     1.51603e+01     3.73495e-01     3.19318e+07     5.05049e-04      9.44711e-04      4.59388e-05      8.26648e-06      2.53669e-11      1.13303e-19      8.19386e-10      3.40220e-14      1.00859e-14     3.06068e-01     7.14013e-01     2.67821e-01     9.32451e-05     3.41458e-03     4.13684e-05     1.05807e-03     2.59984e-06     7.45385e-03     2.94073e-06     1.79002e-05     2.26129e-03     3.90275e-05     7.32485e-04     6.47007e-05     8.28561e-04     7.42733e-06     4.12925e-04     5.48897e-06     9.81737e-05     4.18151e-06     6.64887e-05     4.39167e-08     3.46643e-06     4.13916e-07     2.02210e-05     1.47808e-05     1.43485e-03     3.89219e-06     8.28757e-05
   4.475e-01     8.43438e-01     9.95263e-01     1.04933e+01     6.65727e+00     1.51575e+01     3.71177e-01     3.19121e+07     5.03491e-04      9.29635e-04      4.49887e-05      8.01490e-06      2.41847e-11      1.05313e-19      7.85634e-10      3.24957e-14      9.59829e-15     3.03754e-01     7.14027e-01     2.67809e-01     9.25116e-05     3.41447e-03     4.13670e-05     1.05804e-03     2.59976e-06     7.45363e-03     2.94064e-06     1.78996e-05     2.26122e-03     3.90264e-05     7.32463e-04     6.46988e-05     8.28537e-04     7.42711e-06     4.12913e-04     5.48881e-06     9.81709e-05     4.18139e-06     6.64868e-05     4.39155e-08     3.46633e-06     4.13904e-07     2.02204e-05     1.47804e-05     1.43480e-03     3.89208e-06     8.28733e-05
   4.480e-01     8.43939e-01     9.95263e-01     1.04938e+01     6.65674e+00     1.51546e+01     3.68860e-01     3.18925e+07     5.01949e-04      9.14821e-04      4.40594e-05      7.77146e-06      2.30587e-11      9.78847e-20      7.53283e-10      3.10382e-14      9.13428e-15     3.01441e-01     7.14040e-01     2.67796e-01     9.17877e-05     3.41437e-03     4.13656e-05     1.05801e-03     2.59967e-06     7.45340e-03     2.94054e-06     1.78990e-05     2.26115e-03     3.90251e-05     7.32440e-04     6.46967e-05     8.28510e-04     7.42687e-06     4.12899e-04     5.48863e-06     9.81677e-05     4.18126e-06     6.64846e-05     4.39140e-08     3.46622e-06     4.13890e-07     2.02198e-05     1.47799e-05     1.43475e-03     3.89195e-06     8.28706e-05
   4.485e-01     8.44438e-01     9.95263e-01     1.04943e+01     6.65620e+00     1.51518e+01     3.66544e-01     3.18729e+07     5.00419e-04      9.00259e-04      4.31501e-05      7.53586e-06      2.19863e-11      9.09788e-20      7.22272e-10      2.96463e-14      8.69273e-15     2.99128e-01     7.14054e-01     2.67784e-01     9.10733e-05     3.41426e-03     4.13642e-05     1.05797e-03     2.59958e-06     7.45316e-03     2.94044e-06     1.78983e-05     2.26107e-03     3.90238e-05     7.32414e-04     6.46945e-05     8.28481e-04     7.42661e-06     4.12885e-04     5.48844e-06     9.81643e-05     4.18111e-06     6.64823e-05     4.39125e-08     3.46609e-06     4.13876e-07     2.02191e-05     1.47794e-05     1.43469e-03     3.89182e-06     8.28677e-05
   4.490e-01     8.44935e-01     9.95262e-01     1.04948e+01     6.65566e+00     1.51490e+01     3.64229e-01     3.18533e+07     4.98895e-04      8.85936e-04      4.22600e-05      7.30776e-06      2.09647e-11      8.45620e-20      6.92543e-10      2.83170e-14      8.27258e-15     2.96817e-01     7.14068e-01     2.67771e-01     9.03680e-05     3.41415e-03     4.13627e-05     1.05794e-03     2.59949e-06     7.45291e-03     2.94033e-06     1.78976e-05     2.26100e-03     3.90224e-05     7.32388e-04     6.46921e-05     8.28451e-04     7.42634e-06     4.12870e-04     5.48824e-06     9.81607e-05     4.18096e-06     6.64799e-05     4.39109e-08     3.46597e-06     4.13861e-07     2.02183e-05     1.47789e-05     1.43463e-03     3.89167e-06     8.28647e-05
   4.495e-01     8.45431e-01     9.95262e-01     1.04953e+01     6.65512e+00     1.51461e+01     3.61915e-01     3.18337e+07     4.97373e-04      8.71839e-04      4.13883e-05      7.08685e-06      1.99914e-11      7.86002e-20      6.64040e-10      2.70474e-14      7.87275e-15     2.94507e-01     7.14082e-01     2.67758e-01     8.96718e-05     3.41403e-03     4.13612e-05     1.05790e-03     2.59939e-06     7.45266e-03     2.94023e-06     1.78969e-05     2.26092e-03     3.90209e-05     7.32362e-04     6.46898e-05     8.28420e-04     7.42607e-06     4.12855e-04     5.48804e-06     9.81571e-05     4.18081e-06     6.64774e-05     4.39093e-08     3.46584e-06     4.13845e-07     2.02176e-05     1.47783e-05     1.43457e-03     3.89153e-06     8.28616e-05
   4.500e-01     8.45926e-01     9.95262e-01     1.04958e+01     6.65458e+00     1.51433e+01     3.59602e-01     3.18142e+07     4.95847e-04      8.57956e-04      4.05342e-05      6.87280e-06      1.90639e-11      7.30598e-20      6.36704e-10      2.58345e-14      7.49218e-15     2.92197e-01     7.14096e-01     2.67746e-01     8.89843e-05     3.41391e-03     4.13596e-05     1.05786e-03     2.59929e-06     7.45240e-03     2.94012e-06     1.78962e-05     2.26084e-03     3.90195e-05     7.32336e-04     6.46874e-05     8.28391e-04     7.42581e-06     4.12840e-04     5.48784e-06     9.81536e-05     4.18066e-06     6.64751e-05     4.39077e-08     3.46572e-06     4.13831e-07     2.02169e-05     1.47778e-05     1.43451e-03     3.89139e-06     8.28587e-05
   4.505e-01     8.46419e-01     9.95262e-01     1.04963e+01     6.65404e+00     1.51405e+01     3.57290e-01     3.17946e+07     4.94314e-04      8.44275e-04      3.96969e-05      6.66532e-06      1.81795e-11      6.79087e-20      6.10481e-10      2.46755e-14      7.12984e-15     2.89889e-01     7.14110e-01     2.67733e-01     8.83054e-05     3.41379e-03     4.13580e-05     1.05783e-03     2.59919e-06     7.45213e-03     2.94001e-06     1.78955e-05     2.26076e-03     3.90182e-05     7.32310e-04     6.46852e-05     8.28362e-04     7.42555e-06     4.12826e-04     5.48765e-06     9.81502e-05     4.18051e-06     6.64728e-05     4.39062e-08     3.46560e-06     4.13816e-07     2.02162e-05     1.47773e-05     1.43446e-03     3.89126e-06     8.28558e-05
   4.510e-01     8.46910e-01     9.95262e-01     1.04968e+01     6.65351e+00     1.51376e+01     3.54979e-01     3.17751e+07     4.92776e-04      8.30797e-04      3.88763e-05      6.46422e-06      1.73366e-11      6.31222e-20      5.85329e-10      2.35681e-14      6.78493e-15     2.87581e-01     7.14124e-01     2.67720e-01     8.76349e-05     3.41366e-03     4.13563e-05     1.05779e-03     2.59909e-06     7.45187e-03     2.93990e-06     1.78948e-05     2.26068e-03     3.90169e-05     7.32286e-04     6.46831e-05     8.28335e-04     7.42531e-06     4.12812e-04     5.48747e-06     9.81470e-05     4.18038e-06     6.64706e-05     4.39048e-08     3.46549e-06     4.13803e-07     2.02155e-05     1.47768e-05     1.43441e-03     3.89113e-06     8.28531e-05
